author,quote
Nina Garcia,"Style is about fun. True style is not about having a closet full of expensive and beautiful things - it is instead about knowing when, where, and how to utilize your collection."
Charles Barkley,Golf is fun - until you hit somebody in the head.
Tina Fey,"The only way I could get comfortable around people was to make them laugh. I was an obedient girl, and humor was my one form of rebellion. I used comedy to deflect. Like, 'Hey, check out my zit!' - you know, making fun of yourself before someone else has a chance to."
Aaron Judge,"In my early work, my time in the batting cage, that's serious, and that's when I feel like I'm really working. That's where I have to lock in on my approach, make sure my mechanics are right, and make sure my mindset is right for the upcoming game. But then, when the game comes up, it's a game! You're supposed to have fun when you play games."
Joe Wicks,"I want mums and dads to get up together and train with the kids, exercise, have fun together and connect through fitness."
Kevin Nealon,"I think there's a part of me that might be my alter ago, like the carefree, do-what-he-wants kind of guy, because I've been so restrained most of my life, going to Catholic school and being the good son and the good husband. It's a fun escape route for me sometimes to lead that life."
Paula Abdul,I will never forget my humble beginnings as a Laker Girl. It was probably one of the most fun jobs I ever had.
Christian Eriksen,It's never fun to be injured; it's always boring being on the side. You want to go back to help the team and to be able to play.
Siddharth Shukla,"I am not a dancer and for me, to learn the art is fun. It gives you the confidence that you can dance."
Jo Koy,"There's nothing more fun than seeing the things that you dreamed about when you were a kid come true. I'm headlining an iconic theater in New York City during the New York Comedy Festival. When you're starting off as a comedian, you don't think that's ever going to happen."
Lily Collins,I think it's important to figure out you and to have fun and to be dating and to figure out what you like and what you don't like. It's what growing up is all about.
Leslie Mann,It's always fun to think about winning an award. I thought about winning awards when I was a little girl. Everybody wants to win an award for something.
Scott Hall,"The NWO, yeah, we're a bunch of outlaws, thugs, whatever you want to call us, but... we do what we want, when we want. And we're having fun doing it."
John Lithgow,"I'm as vain as the next person, but I've made so much fun of myself over the years, and that's very salutary as you grow older."
Jean Smart,It's fun to do accents; it's fun to do different periods - that's why you become an actor. Because it's fun to be a storyteller and play make-believe.
Pete Carroll,"Think of your favorite teacher you ever had in school: the one who made it the most fun to go to class. They surprise you. They keep you guessing. They keep you coming back, wanting to know what's going to happen next."
Craig Sager,"If I've learned anything through all of this, it's that each and every day is a canvas waiting to be painted - an opportunity for love, for fun, for living, for learning."
Paul Feig,The dueling maturity levels in high school is such a source of comedy to me. I was always such a late developer. I was last to walk. I was last to ride a bike. I was last to have sex. That's why it's fun to portray one side of your childhood onscreen.
Rich Lowry,"Comedians still make fun of Bill's out-of-control appetites, but with Hillary, the mockery is about how she lets nothing be out of control."
Dick Van Dyke,"My career is over. I'm just playing now and having a great time. I like to keep busy, and I'm doing what's fun for me."
Giancarlo Stanton,I play to have fun. I play to win. I play for my teammates.
Lisa Hanawalt,"The way I eat in my day-to-day life is, like, very simple to the point of being absurd. Like, my boyfriend makes fun of me because if I'm eating a snack, it's often, like, a pickle and then a hard-boiled egg and then crackers and then maybe a carrot, and it's like I'm eating like a baby."
Geoffrey Zakarian,"When I entertain, I want to have fun. But I'm also a control person. I don't go in for those everyone-in-the-kitchen cooking scenes. So if I want to be with my guests, I have to do everything - or nearly everything - in advance."
Jenny Han,"Sometimes readers want some escapist fun, to get lost in the story. But light-hearted romantic stories can and should star all kinds of girls."
Salman Rushdie,"There was a series called 'Game of Thrones' which was very popular here in the United States, a post-Tolkien kind of thing. It was garbage, yet very addictive garbage - because there's lots of violence, all the women take their clothes off all the time, and it's kind of fun."
Dick Van Dyke,"Dick Martin was a good buddy, and he was always a lot of fun to have around."
GG Allin,I don't want people to think that I can't make fun of myself.
Emma Watson,I used to look back at pictures and cringe but actually I'm quite proud that I've had fun with fashion and don't always look perfect. The only regret I have is when I look at something I wore when I was very young and it obviously looks like it belonged to someone else.
Nick Cannon,"It's fun having songs about parties and gigolos, but I really wanted to use my music as a form of art. Art is supposed to spark conversation and make people think, and I wanted to do that with this song."
Mike May,The fun thing about getting older is finding younger people to mentor.
Adam Rippon,"If you ever have the option, come to the Olympics. It's, like, a fun time."
Jeremy Howard,"Acting was always something fun to do on the side growing up, but I never really took it seriously. I would do a commercial every few months, and that paid my school tuition. But in high school, I was mostly into sports and didn't go out for stuff during those seasons."
Caitlin Rose,"'Gorilla Man' is a composite of a few individuals, but the song itself was actually inspired by James Taylor. I spied his 'Gorilla' album laying on my floor and in some altered state, instantly started singing the chorus. It was fun to write. There's an old notebook with at least three more verses in it somewhere."
Paul Dini,"I was writing a script about the Joker menacing a regular person who had strayed into his path, and I needed to give him a gang of henchmen to work with him. The idea occurred to me, let's put in a female henchperson, because that seemed like a fun variation on the regular big thug guys."
Garth Brooks,"I don't know of too many double Christmas albums, so it is something that's new, and hopefully will be fun, and there's plenty of stuff out there to cut."
Maisie Williams,"When I was in primary school, my best friend was a boy and we always goofed around, climbed trees, got holes in my trousers and muddied all my tops and things like that; a complete nightmare for the washing, but great fun."
Taylor Lautner,"I love to have fun and goof around and be silly, so anybody who can also do that is good for me."
Don Rickles,"I shouldn't make fun of the blacks: President Obama is a personal friend of mine. He was over to the house yesterday, but the mop broke."
Future,The most fun moments are being on the stage and seeing how the crowd reacts to your music. The energy of the crowd that makes you just want to go in and keep doing it and be a part of this forever.
Patch Adams,"I'm great at a deathbed. I've never given tranquillisers or psychiatric medicine. I've given love and fun and creativity and passion and hope, and these things ease suffering."
Kate Spade,I hope that people remember me not just as a good businesswoman but as a great friend - and a heck of a lot of fun.
Roy Clark,"Music was my salvation, the thing I loved most and did best. Whatever was fun, I'd go do that."
Jimmy Cliff,"With acting, you have to become someone else. That's the fun part of it for me - to step outside of yourself and become a character. I guess being Jimmy Cliff is a little bit of a character, too."
Bindi Irwin,My Daddy was my hero. He was always there for me when I needed him. He listened to me and taught me so many things. But most of all he was fun.
Alia Bhatt,I need to be bad. I don't want to burn out. I also don't want to be a person who is always performance-oriented. I also want to have some fun.
Krist Novoselic,Sunshine Cake is just a fun hobby thing. That's about it.
Edmund Phelps,I started to think about what drives innovation and what its social significance might be. The next step was to think innovators are taking a leap into the unknown. That led me to the thought that it is also a source of fun and employee engagement.
George A. Romero,"With CG, I can do more and be sillier. In 'Diary,' there's a scene where they hit a guy with acid, and the camera is never off him, and you see it gradually eat through his skull and get all the way through his brain. That's fun, too."
Jim James,"I've just had this idea pop in my head of trying to learn a new song every da, and try and play it that night. That's been fun for me because it's a little bit of a scary adventure, playing a song for the first time in front of people and letting it just be what it is."
Aidan Gallagher,Anytime you approach a new season of any show it's fun because you have a newfound history with these characters.
Chang-Rae Lee,"What's fun about a dystopian novel is that we can enjoy and be entertained. But that world is only slightly different, right? It's familiar enough to be recognizable, and skewed enough to give us pause."
Madelaine Petsch,"We had South African accents. I was a vegan. I was raised without religion. I was just the weirdest kid in this small town, so I got made fun of a lot for it."
Mandy Moore,"I think I had the most fun making a movie with 'Dedication,' just because you knew that it was a passion project for everyone involved. We had X amount of days to shoot New York in the cold. No trailers. Just sort of kind of doing it guerilla style in a way."
Kate Spade,"The idea of recklessly spending money - even though it sounds like it's lots of fun, it's fashion - isn't interesting to me. It is a business."
Rob Manuel,"Trolling taps into people's desire to poke fun, make trouble and cause annoyance."
Mose Allison,"There's a lot of terrible things goin' on all the time, but you gotta try and have some fun in the end."
Bruce Springsteen,"In the past, some of the songs that were the most fun, and the most entertaining and rocking, fell by the wayside because I was concerned with what I was going to say and how I was going to say it."
M. F. K. Fisher,"Dictionaries are always fun, but not always reassuring."
Paul McCartney,Being in the audience actually looks like quite a lot of fun.
Lea Salonga,"When I'm doing a one-on-one with somebody, I have to speak in a language that that person can understand, using a vocabulary that they instantly get, and I always have to feel my way around to figure that out. It's a lot of fun, and it's also really challenging - challenging in a different way from performing."
Scarface,"I play golf every day if I can, but it's not fun and games for me."
Mac DeMarco,"I'm just trying to have fun, and maybe the way I hold myself kind of freaks people out. I don't feel like an outsider, and I think my friends feel the same way I do. Now that we're playing to larger audiences, maybe we're weird to some people. But I'm trying to express what I am."
Lisa Hanawalt,"I think, a lot of time, when I'm making art, I'm trying to get into a state of childlike play, where I'm not self-conscious; I'm not worried about what the outcome is going to be. I'm just having fun."
Alex Flinn,Any experience that isn't fun is probably something I will at least use in my writing someday.
Lindsey Morgan,I've done some Muay Thai training just for fun.
Ray Bradbury,"The answer I found is you stay away from the people who make fun of you, and you join these ad hoc groups who understand your craziness."
Carrie Underwood,"When I got into all the grunge stuff, I really liked Hole. I actually saw them in concert when I was a sophomore in high school. It was kind of rare to see a successful female rocker get down and dirty with the guys. And Courtney Love did. It was fun to be a fan of something different."
Martha Beck,"Once we're willing to confront our emotional suffering, we begin making choices based on attraction instead of aversion, love instead of fear. Where we used to think about what was 'safe,' we now become interested in doing what seems right or fun or meaningful or ripe with possibilities."
Preity Zinta,"Shopping is a lot of fun, but I hate trying on clothes because I think I've done too many costume fittings and trials. I hate trying on clothes. Shoes I love. I mean, I love shoes. Anywhere, any place, any time, you take me to a shoe store."
David Green,"This is my hobby: growing stores, adding stores. It's fun."
Jam Master Jay,Going to your set with the headphones on in the middle of the night so that your parents don't know what you're doing when you're supposed to be asleep is great. I was rocking the bedroom. That was so much more fun when I got the 1200s.
Jackie Mason,"There is no way I would ever want to be president for a second. It's much easier to make fun of them on the stage and get paid for it. With all the years of me lampooning the presidents in my act, I know I could never ever want that job."
Kate Herron,"Alligator Loki, who knows what the alligator's story could be? That was always fun - the debate about whether it's a Loki, or if it's just an alligator with horns on its head. I think he is a Loki."
